date,version,count
2026-08-21,JFAA,0
2026-08-21,KJA,0
2026-08-21,KJF,0
2026-08-21,MENS,0
2026-08-21,NAA,0
2026-08-21,NBV,0
2026-08-21,NTLH,0
2026-08-21,NVI,0
2026-08-21,NVT,0
2026-08-21,OL,0
2026-08-21,TB,0
2026-08-21,VFL,0
2026-08-22,ACF,0
2026-08-22,ALM1911,0
2026-08-22,ARA,0
2026-08-22,ARC,0
2026-08-22,AS21,0
2026-08-22,BLIVRE,0
2026-08-22,JFAA,0
2026-08-22,KJA,0
2026-08-22,KJF,0
2026-08-22,MENS,0
2026-08-22,NAA,0
2026-08-22,NBV,0
2026-08-22,NTLH,0
2026-08-22,NVI,0
2026-08-22,NVT,0
2026-08-22,OL,0
2026-08-22,TB,0
2026-08-22,VFL,0
2026-08-23,ACF,0
2026-08-23,ALM1911,0
2026-08-23,ARA,0
2026-08-23,ARC,0
2026-08-23,AS21,0
2026-08-23,BLIVRE,0
2026-08-23,JFAA,0
2026-08-23,KJA,0
2026-08-23,KJF,0
2026-08-23,MENS,0
2026-08-23,NAA,0
2026-08-23,NBV,0
2026-08-23,NTLH,0
2026-08-23,NVI,0
2026-08-23,NVT,0
2026-08-23,OL,0
2026-08-23,TB,0
2026-08-23,VFL,0
2026-08-24,ACF,0
2026-08-24,ALM1911,0
2026-08-24,ARA,0
2026-08-24,ARC,0
2026-08-24,AS21,0
2026-08-24,BLIVRE,0
2026-08-24,JFAA,0
2026-08-24,KJA,0
2026-08-24,KJF,0
2026-08-24,MENS,0
2026-08-24,NAA,0
2026-08-24,NBV,0
2026-08-24,NTLH,0
2026-08-24,NVI,0
2026-08-24,NVT,0
2026-08-24,OL,0
2026-08-24,TB,0
2026-08-24,VFL,0
2026-08-25,ACF,0
2026-08-25,ALM1911,0
2026-08-25,ARA,0
2026-08-25,ARC,0
2026-08-25,AS21,0
2026-08-25,BLIVRE,0
2026-08-25,JFAA,0
2026-08-25,KJA,0
2026-08-25,KJF,0
2026-08-25,MENS,0
2026-08-25,NAA,0
2026-08-25,NBV,0
2026-08-25,NTLH,0
2026-08-25,NVI,0
2026-08-25,NVT,0
2026-08-25,OL,0
2026-08-25,TB,0
2026-08-25,VFL,0
2026-08-26,ACF,0
2026-08-26,ALM1911,0
2026-08-26,ARA,0
2026-08-26,ARC,0
2026-08-26,AS21,0
2026-08-26,BLIVRE,0
2026-08-26,JFAA,0
2026-08-26,KJA,0
2026-08-26,KJF,0
2026-08-26,MENS,0
2026-08-26,NAA,0
2026-08-26,NBV,0
2026-08-26,NTLH,0
2026-08-26,NVI,0
2026-08-26,NVT,0
2026-08-26,OL,0
2026-08-26,TB,0
2026-08-26,VFL,0
2026-08-27,ACF,0
2026-08-27,ALM1911,0
2026-08-27,ARA,0
2026-08-27,ARC,0
2026-08-27,AS21,0
2026-08-27,BLIVRE,0
2026-08-27,JFAA,0
2026-08-27,KJA,0
2026-08-27,KJF,0
2026-08-27,MENS,0
2026-08-27,NAA,0
2026-08-27,NBV,0
2026-08-27,NTLH,0
2026-08-27,NVI,0
2026-08-27,NVT,0
2026-08-27,OL,0
2026-08-27,TB,0
2026-08-27,VFL,0
